id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
41930	perkins e.	-0.2722	-0.3584	6	167	2129	127
42020	pesquera l.	-0.3866	0.4742	4	343	5739	190
42168	pfeifer r.	-0.2482	-0.5956	6	354	11145	449
42603	pisarchik a.n.	-0.7915	0.0951	5	103	1380	48
42694	plenz d.	-0.1382	-0.7524	3	175	1766	92
43479	principe j.c.	-0.5855	-0.0709	2	294	3395	197
43794	prodromakis t.	0.7104	-0.1893	1	283	1555	38
43860	prucnal p.r.	0.1489	0.3628	4	288	2842	107
43884	psaltis d.	-0.2235	0.9081	4	166	1318	47
44019	pyragas k.	-1.2201	-0.1771	5	199	1469	70
44080	qian h.	1.2062	-0.0435	1	273	3063	94
45000	rath c.	-1.352	-0.0332	5	240	3175	149
45307	regehr w.g.	1.2193	-0.1493	1	240	1790	69
45766	ricciardi c.	0.9225	-0.4096	7	312	6028	194
46424	rontani d.	-0.803	0.6075	4	263	3587	146
46482	rose g.s.	0.9343	-0.2316	1	225	1375	83
46584	rossello j.l.	-0.1726	-0.2925	3	303	3416	131
46751	roy k.	0.3303	-0.2421	3	302	2941	171
46756	roy r.	-0.638	0.8369	4	283	6613	146
47199	sadeghian a.	-0.7444	-0.0207	2	190	1260	80
48454	schmidhuber j.	-0.3432	-0.1359	3	365	11232	637
48571	scholl e.	-0.8202	0.8389	4	195	2515	61
48621	schrauwen b.	-0.4535	-0.1861	3	370	15586	715
48633	schreiber t.	-1.081	-0.2532	5	221	1585	90
48720	schumacher j.	-1.2335	-0.2022	5	142	1569	105
48832	sciamanna m.	-0.885	1.0029	4	226	4278	198
49021	sejnowski t.j.	-0.4089	-0.3459	3	283	1836	82
50019	shi l.	0.8475	-0.2068	1	247	1428	51
50040	shi y.	0.3895	0.072	2	291	1476	71
50277	shore k.a.	-0.703	1.1068	4	178	2027	60
50543	siew c.-k.	-0.7255	0.1939	2	260	1635	115
50550	siewert u.	-0.7891	-0.022	2	324	6579	436
51116	small m.	-1.2045	-0.0828	5	284	3619	171
51139	smerieri a.	-0.2964	0.5006	4	208	1815	95
51385	sojakka s.	-0.0886	-0.1884	6	336	3777	142
51506	sompolinsky h.	-1.0052	-0.6755	3	283	4743	208
51591	song y.	-0.4563	-0.0049	2	319	2721	160
51626	sontag e.d.	-0.6645	-0.4366	3	283	2357	94
51676	soriano m.c.	-0.4021	0.2344	4	367	10799	430
51782	spagnolo b.	1.0867	-0.4371	1	151	1626	42
51888	sperduti a.	-1.3999	-0.3659	3	163	1386	76
51954	sporns o.	-0.3669	-0.3541	3	278	3147	122
52257	stefanovic d.	-0.5016	-0.432	3	266	1925	87
52286	steil j.j.	-0.3499	-0.2432	3	327	3857	165
52378	stepney s.	0.1042	-0.2309	6	325	2805	95
52419	stewart d.r.	1.1498	-0.2976	1	244	1613	45
52451	stiles m.d.	0.6762	-0.3555	6	263	2015	62
52675	strogatz s.h.	-0.4603	-0.2497	5	311	2663	114
52688	stroobandt d.	-0.25	-0.0356	3	376	18725	835
52712	strukov d.b.	1.1705	-0.2852	1	267	2783	71
53044	sun j.	0.1213	-0.0436		369	5034	269
53107	sun y.	0.3369	-0.0398	2	276	1537	91
53297	suzuki y.	-0.0306	-0.8102	6	214	1901	63
53406	sylvestre j.	-0.2607	-0.1088	6	330	5104	208
53449	syvridis d.	-0.6177	0.7187	4	259	3700	121
53457	szacilowski k.	0.4351	-0.1012	6	240	5449	125
53650	takagi s.	1.17	-0.2248	1	221	2734	174
53656	takahashi h.	-0.4226	-0.505	3	257	1802	79
53692	takeda s.	-0.3843	-0.1334	5	274	1345	64
53706	takens f.	-1.0668	0.0669	5	224	1754	108
53875	tanaka g.	-0.3589	-0.1599	6	365	11551	547
53878	tanaka h.	0.7146	-0.2584	7	278	3052	112
53926	tang j.	0.3761	0.0174	1	260	1255	62
54003	taniguchi t.	0.0364	-0.6503	6	205	1628	65
54416	terabe k.	0.9875	-0.4059	7	268	5582	180
54487	teuscher c.	0.1047	-0.2749	3	350	7042	213
55041	tino p.	-0.4759	-0.0974	3	370	12076	610
55347	torrejon j.	-0.1111	-0.0289	6	277	2643	131
55577	trefzer m.a.	-0.1086	-0.4061	6	309	3839	129
55630	triesch j.	-0.6529	-0.4409	3	232	1516	72
55906	tsunegi s.	0.0606	-0.3355	6	264	1917	67
55970	tufte g.	-0.242	-0.6166	6	255	1704	81
56177	uchida a.	-0.6504	0.5146	4	339	15525	734
56705	van campenhout j.	-0.4646	-0.2156	3	350	7649	368
56783	van der sande g.	-0.6574	0.5964	4	342	10199	473
56817	van dijken s.	1.0339	-0.103	1	269	1713	57
57029	vandoorne k.	-0.7177	0.2558	4	264	3221	176
57350	ventura d.	-0.1927	-0.6677	3	212	1287	80
58230	wan q.	1.3528	0.0314	1	277	5883	195
58270	wang c.	0.1556	0.5293	4	310	3457	200
58286	wang d.	-0.2177	0.0897	2	294	2720	168
58300	wang f.	0.1317	-0.0166	2	299	1742	100
58308	wang g.	0.6544	0.336	1	291	2339	111
58321	wang h.	0.5663	0.0465	1	318	3390	201
58352	wang j.	0.0938	0.1882	2	351	9200	571
58397	wang l.	0.201	0.0272	2	368	5195	311
58461	wang s.	0.1983	0.2905	2	331	3107	185
58495	wang w.	0.2502	0.0468	2	351	3988	228
58523	wang x.	-0.0553	-0.0764	5	367	5611	307
58554	wang y.	-0.0563	0.1424	2	364	6210	400
58590	wang z.	0.331	0.081	2	359	5346	242
58667	waser r.	1.1417	-0.3473	1	229	1508	35
59180	werbos p.j.	-0.192	-0.2787	3	320	2919	123
59545	williams r.j.	-0.5098	-0.0971	3	287	1911	102
59546	williams r.s.	0.9393	-0.3161	1	326	6980	169
59819	wolfram s.	-0.335	-0.7179	3	184	1414	58
59876	wong h.s.p.	1.192	-0.0777	1	273	2571	80
60099	wu d.	0.5801	0.3184	1	264	1429	50
60118	wu h.	0.8833	0.0056	1	368	15555	539
60133	wu j.	0.0933	0.0922	2	279	1160	92
60172	wu q.j.	-0.8255	0.0715	2	219	1616	81
60237	wu z.	-0.5865	0.5056	4	251	1977	100
60281	wyffels f.	-0.6301	-0.5048	6	216	1439	51
60299	wysocki b.	0.2978	-0.1391	3	318	1969	70
60359	xia q.	1.3969	-0.0595	1	260	2758	72
60673	xu j.	0.3	-0.0118	1	299	1327	54
60684	xu k.	-0.0199	1.1761	4	169	1832	34
60694	xu m.	0.012	0.0092	2	256	1700	112
60714	xu w.	0.6796	-0.1593	1	325	3050	134
60722	xu x.	0.3022	0.4062	4	283	2108	116
60921	yamamoto n.	-0.6275	-0.294	6	252	2911	123
60998	yan x.	0.4933	-0.049	1	333	5109	195
61024	yanchuk s.	-0.8029	0.5183	4	267	3495	118
61043	yang c.	-0.1677	0.4638	2	232	1563	101
61085	yang h.	0.3924	-0.0216	1	357	5286	197
61109	yang j.j.	1.3328	-0.1854	1	323	12994	348
61120	yang l.	-0.197	0.3172	2	276	1536	83
61194	yang y.	0.7674	0.2053	1	349	8595	311
61244	yao j.	0.2732	1.0008	4	270	4293	62
61269	yao x.	-0.1989	0.0264	2	239	1982	158
61501	yi y.	-0.0954	-0.0883	3	358	9221	451
61538	yilmaz o.	-0.3802	-0.6462	3	199	1616	57
61727	yorke j.a.	-1.3322	-0.3583	5	201	2149	90
61755	yoshimura k.	-0.1494	-0.0866	7	354	4468	175
61836	young p.	-1.1661	-0.1318	3	198	1295	70
61914	yu j.	0.2314	0.1656	2	273	1552	91
61953	yu s.	0.7646	0.091	1	279	2253	100
61985	yu z.	-0.3274	0.2479	2	298	2027	82
62270	zambrini r.	-0.7111	-0.2471	6	281	5832	240
62508	zerhouni n.	-0.3918	0.3797	2	198	1624	140
62577	zhang c.	0.1235	0.1345	2	278	1409	83
62585	zhang d.w.	1.6248	0.2139	1	205	1501	45
62594	zhang g.	0.7149	0.2121	1	252	1260	71
62612	zhang h.	0.2667	0.1927	2	341	5258	301
62636	zhang j.	0.1135	0.2379	2	342	3643	249
62656	zhang k.	0.5382	0.0424	2	276	1516	81
62662	zhang l.	-0.1932	0.2626	2	279	1813	139
62695	zhang q.	0.7074	0.2461	1	291	2165	85
62705	zhang r.	0.0513	0.2074	2	236	1106	112
62713	zhang s.	0.0006	-0.0017	2	282	1345	77
62722	zhang t.	0.398	0.348	2	285	1509	69
62730	zhang w.	0.2832	0.1932	2	341	3087	167
62752	zhang x.	0.3063	0.4968	4	351	7148	284
62779	zhang y.	0.2161	0.064	2	365	6603	382
62813	zhang z.	0.3783	0.0903	2	317	2548	152
62863	zhao j.	0.2454	0.3799	2	297	1769	78
62878	zhao l.	-0.2862	0.7146	4	222	1376	47
62911	zhao w.	0.5626	-0.2908	6	228	1465	64
62919	zhao x.	-0.1343	0.1938	2	267	1301	61
62930	zhao y.	0.4979	-0.0162	1	309	1819	88
63080	zhong y.	0.2919	0.111	6	281	1824	91
63096	zhou c.	-0.2104	-0.1384	5	250	1339	65
63158	zhou p.	1.2561	0.4197	1	249	3406	99
63189	zhou y.	0.9199	-0.015	1	318	4074	133
63388	zio e.	-0.2318	0.1514	2	158	1406	100
63390	zipser d.	-0.6885	-0.4539	3	234	1409	65
63497	zou x.	0.0721	0.3242	4	252	1383	61
