id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
26330	izhikevich e.m.	-0.0376	-0.1191	4	275	1853	127
26465	jacquot m.	-0.373	0.7236	5	340	5604	221
26485	jaeger h.	-0.3769	-0.1022	3	376	84764	6299
26961	jenssen r.	-0.5613	-0.2946	3	331	3901	230
26974	jeon s.	1.7527	-0.4198	2	138	2037	92
27162	jiang j.	0.5946	0.1095	1	252	1285	53
27319	jin y.	-0.5912	-0.6127	3	279	2588	136
27887	jungling t.	-1.3466	0.5318	6	209	1738	70
28137	kalinikos b.a.	0.4207	1.0402	7	194	1421	70
28668	kasabov n.	-0.3428	-0.5268	4	197	1238	108
29121	kennard r.w.	-0.5443	0.1257	3	281	1361	80
29520	kiebel s.j.	-0.8331	-0.2778	3	344	5542	283
29621	kim h.	0.7703	-0.4131	2	245	1325	63
29647	kim j.	0.8123	-0.2091	2	287	2338	97
29704	kim s.	1.4321	-0.2794	2	320	15708	757
29835	kinoshita k.	0.8324	0.3434	2	246	2072	84
29961	kitagawa m.	-0.2107	0.5476	7	276	2516	94
30042	kleemann h.	0.2687	0.2273	7	330	2824	107
30204	kobayashi k.	-0.2487	1.3263	5	190	1703	83
30477	konkoli z.	0.2745	0.0505	7	299	2954	80
30712	koumoutsakos p.	-0.5481	0.1301	6	327	4476	230
31086	kubota h.	0.539	0.6409	7	263	3402	126
31114	kudithipudi d.	0.1638	-0.2919	4	331	4129	157
31279	kuncic z.	0.8711	0.3097	2	261	3133	92
31302	kuniyoshi y.	-0.8317	0.3098	4	233	2328	75
31388	kurths j.	-0.763	0.2697	6	284	4452	217
31439	kutz j.n.	-0.9174	0.1028	6	214	1834	102
31584	labahn r.	-1.2713	-0.6977	3	175	1196	64
31714	lai y.-c.	-1.362	0.2956	6	286	8172	389
31955	langton c.g.	-0.3381	-0.109	4	265	1630	72
32012	larger l.	-0.2111	0.5676	5	359	14335	503
32502	lee j.	0.2063	-0.0431	1	280	1486	96
32511	lee j.-s.	1.4713	-0.3201	2	224	2331	56
32522	lee j.m.	-0.4722	-0.7206	3	208	1311	95
32579	lee s.	0.7612	-0.3106	2	256	1712	77
32688	legenstein r.	-0.6598	-0.2634	4	294	3082	147
33156	li c.	-0.2163	-0.329	1	330	3521	207
33181	li f.	0.0908	-0.4457	1	269	1318	68
33200	li h.	0.2246	-0.2834	1	365	4921	273
33223	li j.	0.2806	-0.2231	1	332	2604	156
33248	li l.	0.0651	-0.2797	1	320	2262	131
33261	li m.	0.0086	0.1497	1	266	2144	89
33271	li n.	-0.2505	0.6884	5	258	2230	104
33278	li p.	-0.1545	0.123	4	337	5400	270
33288	li q.	0.563	-0.3701	1	252	1323	62
33310	li s.	0.1036	-0.0132	1	356	4116	254
33340	li w.	0.0792	-0.3198	1	348	4932	237
33357	li x.	0.2934	-0.064	1	368	6281	330
33385	li y.	0.2138	-0.3919	1	360	6454	391
33419	li z.	0.2303	-0.0776	1	321	2107	125
33622	liew t.c.h.	-0.4292	0.3234	7	251	2084	74
34077	liu c.	0.2475	0.212	1	310	2054	97
34090	liu d.	-0.1887	0.0162	1	249	1936	114
34118	liu h.	0.0615	-0.3966	1	304	2755	184
34135	liu j.	0.315	-0.2874	1	330	3189	179
34141	liu j.-m.	0.8578	0.538	2	260	2465	65
34159	liu k.	0.4383	-0.1328	1	302	2178	103
34166	liu l.	0.0855	-0.1922	1	351	4188	259
34175	liu m.	1.1052	-0.4159	2	318	6311	214
34186	liu q.	0.7785	-0.2853	2	330	4043	140
34208	liu s.	0.0362	-0.3014	1	308	1958	113
34247	liu x.	0.2403	-0.2369	1	329	2580	171
34270	liu y.	0.4265	-0.3131	1	352	6727	372
34296	liu z.	0.5448	-0.3236	1	312	3205	176
34322	livi l.	-1.241	-0.1945	6	220	1422	61
34372	lloyd s.	-0.4917	0.3079	7	191	1360	66
34543	long s.	1.2682	-0.0822	2	251	2213	71
34647	lorenz e.n.	-0.9123	0.276	6	306	4185	207
34894	lu w.	1.0922	-0.0686	2	316	6231	212
34898	lu w.d.	0.9436	0.0553	2	368	21841	759
34992	ludermir t.b.	-0.7823	-0.6162	3	229	1592	85
34998	ludge k.	-0.3786	0.8448	5	330	8094	297
35067	lukosevicius m.	-0.659	-0.2655	3	366	10744	706
35291	lyon r.	0.0022	0.1093	4	233	1439	74
35434	maass w.	-0.4432	-0.1462	4	374	22390	1077
35713	magri l.	-1.0024	0.1354	6	247	4009	274
36126	mandic d.p.	-0.8828	-0.7349	3	206	1449	82
36558	markovic d.	0.0325	0.4826	7	270	1567	57
36565	markram h.	-0.2949	0.083	4	376	35726	2141
36698	martens j.-p.	-0.7822	0.0129	3	314	3789	187
36948	massar s.	-0.283	0.6349	5	372	38125	1652
37103	matsumoto t.	0.4618	0.1089	2	284	1996	85
37626	mead c.	0.6519	-0.0117	2	265	1495	69
38329	micheli a.	-0.633	-0.5148	3	364	12993	784
38431	mikolajick t.	1.7077	-0.2382	2	199	2365	68
38446	milano g.	0.6917	0.2785	1	208	1247	59
38724	mirasso c.r.	-0.5946	0.7668	5	270	3502	156
38795	misic b.	-0.2715	0.1727	4	228	1380	50
38890	miwa s.	0.2165	0.4942	7	250	1781	68
39051	modha d.s.	0.6419	0.0518	2	246	1409	54
39451	moon j.	0.4747	0.279	1	276	1722	92
40704	nakajima k.	-0.0575	0.3875	7	365	18238	804
40722	nakamura y.	-0.6903	-0.2878	3	264	1550	91
40754	nakayama t.	1.1174	0.0469	2	211	2248	56
40976	natschlager t.	-0.2639	0.1108	4	345	5584	236
42236	nuttin m.	-0.8165	-0.5095	3	244	1723	122
42528	ohno h.	1.0623	0.3367	7	196	1533	57
43056	ortega j.-p.	-0.876	0.2111	6	350	10196	457
43194	ott e.	-0.85	0.3166	6	366	25106	1309
43763	panda p.	0.7372	-0.0556	2	258	1551	72
43939	paquot y.	-0.118	0.7289	5	277	3060	162
44138	parlitz u.	-1.1969	0.2023	6	303	5698	239
44143	parlos a.g.	-0.2382	-0.015	3	342	3998	191
44479	pavesi l.	0.1983	0.8032	5	218	2166	126
44571	pecora l.m.	-1.1195	0.4411	6	242	1667	66
44598	pedrelli l.	-0.4324	-0.2284	3	371	11196	589
44895	perez-jimenez m.j.	-0.2257	-0.9888	1	87	1854	59
44945	perkins e.	-0.2302	0.8566	7	168	2097	127
45039	pesquera l.	-0.2372	0.6457	5	343	6047	208
45201	pfeifer r.	-0.1337	0.2923	7	354	11537	493
45625	pipa g.	-0.6758	0.6092	5	189	1218	50
45766	plenz d.	0.0137	-0.2458	4	187	1920	106
46138	pospichal j.	-0.3258	-0.4931	3	228	1280	65
46606	principe j.	-0.9277	-0.3285	3	275	2345	161
46608	principe j.c.	-0.798	-0.6888	3	310	5108	309
47077	prucnal p.r.	0.4005	0.5439	5	283	2800	110
47249	pyragas k.	-1.0177	0.4759	6	206	1474	71
47310	qian h.	1.2908	-0.0532	2	261	2863	94
48276	rath c.	-1.1043	0.4509	6	249	3218	149
48605	regehr w.g.	1.251	-0.3067	2	229	1690	69
49095	ricciardi c.	1.1119	0.1539	2	308	5880	194
49810	rontani d.	-0.2797	1.0307	5	268	3588	146
49871	rose g.s.	0.9108	-0.4497	2	219	1356	86
49979	rossello j.l.	-0.0994	-0.0575	4	306	3492	132
50157	roy k.	0.3663	-0.1108	4	295	2911	171
50163	roy r.	-0.2992	1.0015	5	284	6344	157
50245	rubino g.	-1.3749	-0.9224	3	141	1300	85
50644	sadeghian a.	-0.6621	-0.7397	3	202	1294	80
51999	schmidhuber j.	-0.4236	-0.3821	3	366	12573	722
52125	scholl e.	-0.5364	0.9724	5	196	2446	67
52182	schrauwen b.	-0.5099	-0.0736	3	371	18521	905
52196	schreiber t.	-0.9859	0.1775	6	237	1726	103
52294	schumacher j.	-1.0732	0.2079	6	145	1589	105
52414	sciamanna m.	-0.2168	1.4123	5	229	4279	198
52616	sejnowski t.j.	-0.5086	-0.2268	4	297	2450	123
53674	shi l.	0.8628	-0.2915	2	237	1374	51
53696	shi y.	0.3322	-0.3151	1	286	1504	79
53953	shore k.a.	-0.2632	1.2499	5	175	1952	62
54239	siew c.-k.	-0.6968	0.0077	3	279	2037	144
54248	siewert u.	-0.854	-0.4502	3	340	8404	557
54368	silvestri l.	-0.6442	-0.6924	3	201	1303	59
54857	small m.	-1.028	0.2501	6	294	3682	175
54884	smerieri a.	0.0516	0.6222	5	210	1847	97
55157	sojakka s.	-0.0309	0.0947	7	344	4424	179
55288	sompolinsky h.	-1.0424	-0.1999	4	293	5635	272
55378	song y.	-0.4397	-0.1908	3	331	2988	188
55415	sontag e.d.	-0.8308	-0.1379	4	294	3143	132
55470	soriano m.c.	-0.1599	0.5703	5	368	10868	437
55693	sperduti a.	-1.4264	-0.804	3	171	1570	89
55762	sporns o.	-0.1815	0.0488	4	279	3175	131
56088	stefanovic d.	-0.4052	-0.0435	4	274	2077	94
56117	steil j.j.	-0.8823	-0.4179	3	334	7055	358
56223	stepney s.	0.1999	0.0969	7	321	2797	95
56304	stiles m.d.	0.927	0.405	7	254	1960	62
56540	strogatz s.h.	-0.353	0.0695	6	327	3041	138
56554	stroobandt d.	-0.3658	-0.0148	3	375	24366	1241
56583	strukov d.b.	1.2113	-0.1915	2	260	2635	73
56936	sun j.	0.166	-0.0126	1	369	5001	274
56954	sun l.	0.3669	-0.1153	1	258	1212	69
57001	sun y.	0.3607	-0.2964	1	280	1554	97
57208	suzuki y.	0.1797	0.3058	7	215	1911	63
57325	sylvestre j.	-0.0201	0.513	7	334	5120	208
57374	syvridis d.	-0.4126	0.7978	5	261	3765	135
57382	szacilowski k.	0.5587	0.1609	7	236	5448	125
57587	takagi s.	1.2449	0.2062	2	211	2673	174
57593	takahashi h.	-0.3443	-0.0478	4	264	1807	79
57631	takeda s.	-0.2865	0.2021	6	274	1335	64
57645	takens f.	-1.0571	-0.1193	6	248	2021	128
57742	tamukoh h.	-0.0546	-0.0948	4	221	1168	73
57822	tanaka g.	-0.196	0.1294	7	371	11736	548
57825	tanaka h.	0.9237	0.1432	2	273	3034	112
57832	tanaka s.	-0.4317	-0.1572	4	242	1466	81
57878	tang j.	0.4114	-0.1637	1	261	1231	62
57957	taniguchi t.	0.2575	0.671	7	205	1624	65
58401	terabe k.	1.2012	0.5094	2	262	5586	182
58477	teuscher c.	0.1079	-0.1112	4	351	7418	242
59087	tino p.	-0.5474	-0.241	3	373	14089	747
59418	torrejon j.	0.1884	0.4787	7	290	2699	131
59667	trefzer m.a.	0.0751	0.1362	7	315	3857	129
59727	triesch j.	-0.9724	-0.4478	4	260	2883	136
60025	tsunegi s.	0.3391	0.4138	7	267	1922	67
60096	tufte g.	-0.0583	0.1813	7	260	1705	81
60326	uchida a.	-0.1694	1.064	5	340	15435	734
60894	van campenhout j.	-0.4726	0.0284	4	353	9370	489
60976	van der sande g.	-0.2154	1.0246	5	347	10448	483
61013	van dijken s.	1.1914	-0.0375	2	258	1646	57
61242	vandoorne k.	-0.3222	0.6083	5	272	3382	187
61279	vapnik v.	-0.8055	-0.567	3	239	1394	94
61585	ventura d.	-0.3762	-0.5978	4	228	1767	121
61697	verstraeten d.	-0.4894	0.1178	5	256	1539	100
62162	von zuben f.j.	-1.0672	-0.0963	3	187	1242	86
62521	wan q.	1.4004	-0.1912	2	267	5604	195
62563	wang c.	0.2773	0.3376	1	308	3475	204
62582	wang d.	-0.2463	-0.3603	1	309	2886	177
62596	wang f.	0.0367	-0.4406	1	300	1751	104
62605	wang g.	0.7317	0.1508	2	285	2252	113
62619	wang h.	0.5086	-0.3866	1	317	3357	209
62650	wang j.	0.0216	-0.5039	1	350	9715	622
62696	wang l.	0.122	-0.2809	1	366	5249	316
62762	wang s.	0.1565	-0.0934	1	331	3150	191
62791	wang t.	0.5118	-0.2312	1	267	1175	55
62799	wang w.	0.1825	-0.2838	1	352	4152	258
62828	wang x.	-0.0923	-0.0685	1	369	5631	315
62860	wang y.	-0.0691	-0.1076	1	363	6661	426
62898	wang z.	0.3402	-0.2196	1	360	5360	249
63525	werbos p.j.	-0.48	-0.2744	3	326	3613	181
63932	williams r.j.	-0.5918	-0.2013	3	293	2258	122
63933	williams r.s.	0.9603	-0.1493	2	325	6896	184
64231	wolfram s.	-0.4223	-0.3412	4	196	1556	64
64294	wong h.s.p.	1.2994	-0.1503	2	261	2480	81
64532	wu d.	0.5823	-0.2456	2	258	1389	54
64552	wu h.	0.9811	0.0605	2	365	14922	541
64569	wu j.	0.0421	-0.1168	1	280	1224	96
64610	wu q.j.	-0.7988	-0.722	3	235	1674	81
64675	wu z.	-0.3012	0.3599	5	260	1997	100
64726	wyffels f.	-0.3728	0.3651	7	225	1480	53
64744	wysocki b.	0.3047	-0.2141	4	315	1929	70
64805	xia q.	1.4537	-0.1982	2	251	2617	74
65135	xu j.	0.3074	-0.139	1	294	1307	54
65150	xu l.	0.2714	-0.1195	7	254	1225	64
65157	xu m.	-0.0325	-0.6286	1	266	1761	114
65180	xu w.	0.6784	-0.3221	2	319	2957	136
65190	xu x.	0.2163	-0.1206	1	278	1930	119
65399	yamamoto n.	-0.3807	0.6371	7	251	2879	123
65477	yan x.	0.4111	-0.5335	2	332	5038	196
65505	yanchuk s.	-0.3757	0.8975	5	275	3526	118
65524	yang c.	-0.1817	-0.2364	1	240	1440	101
65568	yang h.	0.419	-0.014	2	355	5121	199
65588	yang j.	0.16	-0.0257	1	322	2121	116
65594	yang j.j.	1.4331	-0.0604	2	317	12264	348
65605	yang l.	-0.0905	0.126	1	286	1571	88
65623	yang q.	-0.2425	-0.4503	1	207	1136	58
65679	yang y.	0.8467	0.0381	2	351	8292	314
65730	yao j.	0.4955	0.7358	5	255	3627	63
65757	yao x.	-0.2275	-0.7022	3	256	2277	183
66003	yi y.	-0.027	-0.069	4	357	9289	451
66040	yilmaz o.	-0.3701	-0.356	4	206	1708	63
66237	yorke j.a.	-1.2157	0.2964	6	208	2160	93
66266	yoshimura k.	-0.0747	0.1382	7	358	4507	175
66351	young p.	-1.2978	-0.496	3	218	1925	112
66433	yu j.	0.2397	-0.1461	1	284	1650	97
66472	yu s.	0.8081	-0.0463	2	271	2204	104
66504	yu z.	-0.2867	-0.1608	1	301	1991	83
66804	zambrini r.	-0.4285	0.4281	7	289	5786	240
67058	zerhouni n.	-0.2961	-0.7192	1	205	1695	148
67129	zhang c.	0.1232	-0.2425	1	277	1405	83
67147	zhang g.	0.6322	-0.4625	1	248	1240	71
67165	zhang h.	0.2082	-0.2737	1	340	5257	310
67189	zhang j.	0.1216	-0.0788	1	343	3676	254
67209	zhang k.	0.5579	-0.3938	1	268	1497	84
67215	zhang l.	-0.1331	-0.0886	1	284	1821	139
67249	zhang q.	0.7362	-0.026	2	283	2119	90
67260	zhang r.	-0.0683	-0.2756	1	249	1204	120
67268	zhang s.	0.117	-0.1254	1	287	1365	79
67277	zhang t.	0.3486	-0.0439	1	285	1471	72
67285	zhang w.	0.2869	-0.1076	1	345	3073	171
67308	zhang x.	0.3091	0.1535	1	349	6756	294
67336	zhang y.	0.0845	-0.2134	1	365	7092	434
67371	zhang z.	0.3609	-0.1833	1	316	2524	155
67422	zhao j.	0.1991	0.0544	1	289	1685	80
67474	zhao w.	0.6724	-0.0349	7	223	1455	65
67482	zhao x.	-0.0333	0.0055	1	266	1277	65
67494	zhao y.	0.4385	-0.2676	1	306	1752	90
67653	zhong y.	0.5119	0.2304	1	284	1869	92
67670	zhou c.	-0.1553	0.081	6	241	1305	65
67733	zhou p.	1.3203	-0.2141	2	236	3065	99
67768	zhou y.	0.9639	-0.2952	2	311	3912	134
67977	zio e.	-0.1314	-0.6298	1	169	1458	102
67980	zipser d.	-0.9934	-0.3717	3	250	1949	100
68095	zou x.	0.3817	0.5593	5	245	1342	61
